id	pid	title	authors	venue	source	year
50|doi_________::354f21546abc548efce3af256102bdfd	10.1109/icsc.2007.107	Semantic Computing, 2007. ICSC 2007. International Conference on,Nested Named Entity Recognition in Historical Archive Text	Kate Byrne	International Conference on Semantic Computing (ICSC 2007)	Crossref	2007-09-01
50|doi_________::b45d385f0bdbcd1869a95f5f75bceaf0	10.1117/12.501505	SICAR: geographic information system for the documentation of restoration analyses and intervention,&lt;title&gt;SICAR: geographic information system for the documentation of restoration analyses and intervention&lt;/title&gt;	Paolo Lanari,Andrea Vecchi,Franco Tecchia,Clara Baracchini,Roberto Scopigno	SPIE Proceedings	Crossref	2003-10-13
50|doi_________::e1562b109654c1fcd39638f9a7234e59	10.1145/2213836.2213908	state-of-the-art, challenges, and database research opportunities,Computational reproducibility: state-of-the-art, challenges, and database research opportunities,Computational reproducibility	Juliana Freire,Philippe Bonnet,Dennis Shasha	Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data	Crossref,SIGMOD Conference	2012-05-20
50|doi_dedup___::653ba4d27a3ca0691e521563e6f1076b	10.1371/journal.pone.0023477,21931600,PMC3169533	A systematic review of research on the meaning, ethics and practices of authorship across scholarly disciplines.,A Systematic Review of Research on the Meaning, Ethics and Practices of Authorship across Scholarly Disciplines	Ana Jerončić,Ana Marušić,Lana Bošnjak	PLoS ONE	Crossref,PLoS ONE, Vol 6, Iss 9, p e23477 (2011)	2011-09-08
50|doi_dedup___::4dd2082f538f0a65560d699ac1aeef7c	10.1007/s10032-006-0023-z,10.48550/arxiv.0704.1267,0704.1267	Text Line Segmentation of Historical Documents: a Survey,Text line segmentation of historical documents: a survey	Abderrazak Zahour,Bruno Taconet,Laurence Likforman-Sulem	International Journal of Document Analysis and Recognition (IJDAR)	Crossref	2006-09-28
50|doi_________::ea96d006fe26780444834efb997dbcc6	10.1007/978-94-011-0325-1	Text Encoding Initiative,Text Encoding Initiative	Jean Véronis,Nancy Ide	\N	Crossref,Text Encoding Initiative	1995-01-01
50|doi_________::24b47361c8c742c6efdf104e1722eb6b	10.1016/b978-1-84334-484-1.50006-5	6 – Towards an infrastructure for digital library performance evaluation,Towards an infrastructure for digital library performance evaluation	Maristella Agosti,Nicola Ferro	\N	Crossref,Evaluation of Digital Libraries	2009-01-01
50|doi_________::37eb681c112c62f506db83b25ddb7a5b	10.1038/d41586-019-01797-0	When English is not your mother tongue.,When English is not your mother tongue	Joana Osório,Chris Woolston	Nature	Crossref	2019-06-01
50|doi_dedup___::5e83e2d5eb49e6d6cc107399cd38f73e	10.2481/dsj.4.12	Digital Object Identifiers for scientific data,Digital Object Identifiers for scientific data	Norman Paskin	Data Science Journal	Crossref,Data Science Journal, Vol 4, Pp 12-20 (2006),Data Science Journal; Vol 4 (2005); 12-20,1683-1470	2005-01-01
50|doi_dedup___::6dd796df0b9ff001c1ee740a6c28d400	10.1007/s11042-014-2360-0,11380/1060468	Layout analysis and content enrichment of digitized books,Layout analysis and content enrichment of digitized books	Rita Cucchiara,Giuseppe Serra,Marco Manfredi,Costantino Grana,Dalia Coppi	Multimedia Tools and Applications	Crossref	2014-11-25
50|doi_dedup___::bf9bab20c12f7d4dc31bae9aacbd08e2	10.1016/j.future.2017.03.012	Completely Automated Public Physical test to tell Computers and Humans Apart: A usability study on mobile devices,Completely Automated Public Physical test to tell Computers and Humans Apart: A usability study on mobile devices	Alessio Merlo,Meriem Guerar,Mauro Migliardi	Future Generation Computer Systems	Crossref	2018-05-01
50|doi_________::9f1a462248edea8462d101bfa4685b04	10.1007/978-3-642-16809-3	Advanced Digital Preservation	David Giaretta	\N	Crossref	2011-01-01
50|doi_________::ccca7fad375b217adf95cf14323d5b8c	10.1023/a:1009976227802	Learning Algorithms for Keyphrase Extraction	Peter D. Turney	Information Retrieval	Crossref	2000-01-01
50|doi_________::ef9c919d3d77e47f6202fdd39ec22f8e	10.1145/1008992.1009056	A search engine for historical manuscript images,A search engine for historical manuscript images	R. Manmatha,Toni M. Rath,Victor Lavrenko	Proceedings of the 27th annual international ACM SIGIR conference on Research and development in information retrieval	Crossref,SIGIR	2004-07-25
50|doi_________::f0ae5acb25a28f1f7f36b419f53ab087	10.1016/j.eswa.2013.11.020	Modeling and broadening temporal user interest in personalized news recommendation,Modeling and broadening temporal user interest in personalized news recommendation	Fan Yang,Tao Li,Lei Li,Li Zheng	Expert Systems with Applications	Crossref	2014-06-01
50|doi_dedup___::a07dcf4656c2f4d970df33faf710ae6e	10.1007/978-3-642-27302-5_8	SIAR: A User-Centric Digital Archive System,SIAR: A User-Centric Digital Archive System	Erilde Terenzoni,Maristella Agosti,Andreina Rigon,Nicola Ferro,Gianmaria Silvello,Cristina Tommasi	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642273018,IRCDL	2011-01-01
50|doi_dedup___::b56894b63d85a062f9f1501d6daf640b	10.1007/978-3-540-92673-3_10	Ontology Design Patterns,Ontology Design Patterns	Valentina Presutti,Aldo Gangemi	\N	Crossref,Handbook on Ontologies ISBN: 9783540709992,Handbook on Ontologies,Handbook of Ontologies (2nd edition), edited by S. Staab, R. Studer. Berlin: Springer-Verlag, 2009,info:cnr-pdr/source/autori:Gangemi A., Presutti V./titolo:Ontology Design Patterns/titolo_volume:Handbook of Ontologies (2nd edition)/curatori_volume:S. Staab, R. Studer/editore: /anno:2009	2009-01-01
50|doi_________::8eb6f482933b127a5f0717bd1f9b83bc	10.1177/016555150002600401	Visual image retrieval: seeking the alliance of concept-based and content-based paradigms,Visual image retrieval: seeking the alliance of concept-based and                 content-based paradigms	Peter G. B. Enser	Journal of Information Science	Crossref	2000-08-01
50|doi_________::b65414d24928228920ca4d15f4b00dbb	10.1016/s0306-4573(98)00059-4	What are digital libraries? Competing visions,Discussion	Christine L. Borgman	Information Processing &amp; Management	Crossref	1999-05-01
50|doi_dedup___::c3b213bbd4ff80b61863649b44b28317	10.1007/s12145-015-0231-5	DOI for geoscience data - how early practices shape present perceptions,DOI for geoscience data - how early practices shape present perceptions	Michael Diepenbroek,Jens Klump,Robert Huber	Earth Science Informatics	Crossref,Earth Science Informatics	2015-07-22
50|doi_dedup___::c38b00a618c82d17f580c82fa1f19458	10.3115/1610075.1610157	Two graph-based algorithms for state-of-the-art WSD,Two graph-based algorithms for state-of-the-art WSD	Eneko Agirre,Oier Lopez de Lacalle,David Martinez,Aitor Soroa	Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing - EMNLP '06	Crossref,EMNLP,Scopus - Elsevier	2006-01-01
50|doi_dedup___::108d3fb04117daf72bb5c11d4bfbd19c	10.1145/2187836.2187907,10.48550/arxiv.1201.4145,1201.4145	The role of social networks in information diffusion,The role of social networks in information diffusion	Itamar Rosenn,Eytan Bakshy,Lada A. Adamic,Cameron Marlow	Proceedings of the 21st international conference on World Wide Web	Crossref,WWW	2012-04-16
50|doi_dedup___::4b069ae6e63c90ad9a668b97ad01ed72	10.1007/978-3-319-08407-7	Second International Workshop, NFMCP 2013, Held in Conjunction with ECML-PKDD 2013, Prague, Czech Republic, September 27, 2013, Revised Selected Papers,New Frontiers in Mining Complex Patterns,New Frontiers in Mining Complex Patterns	Michelangelo Ceci,Zbigniew W. Ras,Giuseppe Manco,Elio Masciari,Annalisa Appice,Corrado Loglisci	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783319084060,New Frontiers in Mining Complex Patterns,2014,info:cnr-pdr/source/autori:Annalisa Appice and Michelangelo Ceci and Corrado Loglisci and Giuseppe Manco and Elio Masciari and Zbigniew W. Ras/titolo:New Frontiers in Mining Complex Patterns - Second International Workshop, NFMCP 2013, Held in Conjunction with ECML-PKDD 2013, Prague, Czech Republic, September 27, 2013, Revised Selected Papers/editore:/anno:2014	2014-01-01
50|doi_dedup___::ad9902d2648048dbd9e001c6cdb78e8e	10.6092/issn.2283-9364/9016	Paola Castellucci, Carte del nuovo mondo. Banche dati e Open Access, Bologna, Il Mulino, 2017,Paola Castellucci, Carte del nuovo mondo. Banche dati e Open Access, Bologna, Il Mulino, 2017	Salarelli, Alberto	\N	Bibliothecae.it, Vol 7, Iss 2, Pp 509-514 (2018)	2018-12-31
50|doi_________::3e1902a91c69e1a6c8df2859b6c080cd	10.1121/1.2017061	Trainable grammars for speech recognition,Trainable grammars for speech recognition	James K. Baker	The Journal of the Acoustical Society of America	Crossref	1979-06-01
50|doi_dedup___::207818f260a091fb962586f22a95cb9f	10.1007/978-3-319-14226-5_10,10.1007/978-3-319-08425-1_10	Content Visualization of Scientific Corpora Using an Extensible Relational Database Implementation,Content Visualization of Scientific Corpora Using an Extensible Relational Database Implementation	Yannis Ioannidis,Elefterios Stamatogiannakis,Ioannis Foufoulas,Harry Dimitropoulos,Natalia Manola,Theodoros Giannakopoulos	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319084244,TPDL Workshops	2014-01-01
50|doi_dedup___::af8eee00e4130590d77926dec5a9bd90	10.1007/978-3-540-74851-9_11	Automatic identification of music works through audio matching,Automatic Identification of Music Works Through Audio Matching	Riccardo Miotto,Nicola Orio	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783540748502,ECDL,Scopus - Elsevier	2007-08-28
50|doi_________::1a27363bcf0263b53eb8b8503bc2595c	10.1007/978-3-642-15850-6_2	Archival Information Systems in Italy and the National Archival Portal,Archival Information Systems in Italy and the National Archival Portal	Stefano Vitali	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642158490,IRCDL	2010-01-01
50|doi_________::c1c382f56f3e8e2ba3c6401b4f70f854	10.1007/978-3-540-85481-4	9th International Conference, Auckland, New Zealand, September 1-3, 2008. Proceedings,Efficiently Handling Dynamics in Distributed Link Based Authority Analysis,Web Information Systems Engineering - WISE 2008	Josiane Xavier Parreira,Gerhard Weikum,Sebastian Michel	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783540854807,Web Information Systems Engineering - WISE 2008	2008-01-01
50|doi_________::f797a6e03293838c4b5052c87a8b2a54	10.1080/10572317.2013.10766382	A study of digital curator competences: A survey of experts,A study of digital curator competences: A survey of experts	Melody Madrid	International Information &amp; Library Review	Crossref	2013-09-01
50|doi_dedup___::1735c89316f4bd9662184fdc9424d0f9	10.23919/mipro.2018.8400275,10.48550/arxiv.1806.10836,1806.10836	CT image registration in acute stroke monitoring,CT image registration in acute stroke monitoring	Lucio Amelio,Alessia Amelio	2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)	Crossref,MIPRO	2018-05-01
50|doi_dedup___::18f8d49558b8cab165fe5e7fb679ba73	10.1103/physreve.64.016132,11461356	Scientific collaboration networks. II. Shortest paths, weighted networks, and centrality,Scientific collaboration networks. II. Shortest paths, weighted networks, and centrality	Mark Newman,Mark Newman	Physical Review E	Crossref	2001-06-28
50|doi_________::ebd02f2f057af529a4279a96a986bf8f	10.1109/icdar.2015.7333933	Deepdocclassifier: Document classification with deep Convolutional Neural Network,Deepdocclassifier: Document classification with deep Convolutional Neural Network	Thomas M. Breuel,Muhammad Imran Malik,Simone Marinai,Andreas Dengel,Marcus Liwicki,Muhammad Zeshan Afzal,Samuele Capobianco	2015 13th International Conference on Document Analysis and Recognition (ICDAR)	Crossref,ICDAR	2015-08-01
50|doi_________::f87707a180bfc92a40ac0748b3d9c6c5	10.1145/2669557.2669579	Value-driven evaluation of visualizations,Value-driven evaluation of visualizations	John Stasko	Proceedings of the Fifth Workshop on Beyond Time and Errors: Novel Evaluation Methods for Visualization	Crossref,BELIV	2014-11-10
50|doi_dedup___::3a59d5e967be5dda8a1345cefc7936b9	10.1007/978-3-642-04346-8_22	The NESTOR framework: how to handle hierarchical data structures,The NESTOR Framework: How to Handle Hierarchical Data Structures	Gianmaria Silvello,Nicola Ferro	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783642043451,ECDL,13th European Conference, ECDL 2009	2009-01-01
50|doi_dedup___::11081c89b674c8e310410c9b4ffabb36	10.1045/january2015-bardi	A Framework Supporting the Shift from Traditional Digital Publications to Enhanced Publications,A Framework Supporting the Shift from Traditional Digital Publications to Enhanced Publications	Alessia Bardi,Paolo Manghi	D-Lib Magazine	Crossref,D-Lib magazine 21 (2015): 3–11. doi:10.1045/january2015-bardi,info:cnr-pdr/source/autori:Bardi A.; Manghi P./titolo:A Framework Supporting the Shift from Traditional Digital Publications to Enhanced Publications/doi:10.1045%2Fjanuary2015-bardi/rivista:D-Lib magazine/anno:2015/pagina_da:3/pagina_a:11/intervallo_pagine:3–11/volume:21	2015-01-01
50|doi_dedup___::52ba8d0453ee6dc1c5a2a859dfafa9f5	10.1145/1390749.1390753,10.1007/s10032-009-0094-8	Optical character recognition errors and their effects on natural language processing,Optical character recognition errors and their effects on natural language processing	Daniel P. Lopresti	Proceedings of the second workshop on Analytics for noisy unstructured text data	Crossref,AND	2008-07-24
50|doi_________::8d1581e41e1fdb4e954e07ea4f7651cc	10.17169/fqs-13.1.1801	Participatory Research Methods: A Methodological Approach in Motion,Métodos de investigación participativa: Una aproximación metodológica en movimiento,Partizipative Forschungsmethoden: Ein methodischer Ansatz in Bewegung	Bergold, Jarg,Thomas, Stefan	\N		2012-01-30
50|doi_dedup___::722c0d67fa9dc39dbbb616f979bfcae8	10.1007/978-3-642-28108-2_19,1854/LU-1922924	Process Mining Manifesto,Process Mining Manifesto	van der Aalst,Wil,Adriansyah,Arya,de Medeiros,Ana Karla Alves,Arcieri,Franco,Baier,Thomas,Blickle,Tobias,Bose,Jagadeesh Chandra,van den Brand,Peter,Brandtjen,Ronald,Buijs,Joos,Burattin,Andrea,Carmona,Josep,Castellanoss,Malu,Claes,Jan,Cook,Jonathan,Costantini,Nicola,Curbera,Francisco,Damiani,Ernesto,de Leoni,Massimiliano,Delias,Pavlos,van Dongen,Boudewijn F.,Dumas,Marlon,Dustdar,Schahram,Fahland,Dirk,Ferreira,Diogo R.,Gaaloul,Walid,van Geffen,Frank,Goel,Sukriti,Guenther,Christian,Guzzo,Antonella,Harmon,Paul,ter Hofstede,Arthur,Hoogland,John,Ingvaldsen,Jon Espen,Kato,Koki,Kuhn,Rudolf,Kumar,Akhil,La Rosa,Marcello,Maggi,Fabrizio,Malerba,Donato,Mans,Ronny S.,Manuel,Alberto,McCreesh,Martin,Mello,Paola,Mendling,Jan,Montali,Marco,Motahari-Nezhad,Hamid R.,zur Muehlen,Michael,Munoz-Gama,Jorge,Pontieri,Luigi,Ribeiro,Joel,Rozinat,Anne,Seguel Perez,Hugo,Seguel Perez,Ricardo,Sepulveda,Marcos,Sinur,Jim,Soffer,Pnina,Song,Minseok,Sperduti,Alessandro,Stilo,Giovanni,Stoel,Casper,Swenson,Keith,Talamo,Maurizio,Tan,Wei,Turner,Chris,Vanthienen,Jan,Varvaressos,George,Verbeek,Eric,Verdonk,Marc,Vigo,Roberto,Wang,Jianmin,Weber,Barbara,Weidlich,Matthias,Weijters,Ton,Wen,Lijie,Westergaard,Michael,Wynn,Moe	\N	Crossref,Business Process Management Workshops ISBN: 9783642281075,Business Process Management Workshops (1),ResearcherID,BUSINESS PROCESS MANAGEMENT WORKSHOPS, PT I, edited by Florian Daniel, Kamel Barkaoui, Schahram Dustdar, pp. 169–194, 2011,info:cnr-pdr/source/autori:van der Aalst, Wil and Adriansyah, Arya and de Medeiros, Ana Karla Alves and Arcieri, Franco and Baier, Thomas and Blickle, Tobias and Bose, Jagadeesh Chandra and van den Brand, Peter and Brandtjen, Ronald and Buijs, Joos and Burattin, Andrea and Carmona, Josep and Castellanoss, Malu and Claes, Jan and Cook, Jonathan and Costantini, Nicola and Curbera, Francisco and Damiani, Ernesto and de Leoni, Massimiliano and Delias, Pavlos and van Dongen, Boudewijn F. and Dumas, Marlon and Dustdar, Schahram and Fahland, Dirk and Ferreira, Diogo R. and Gaaloul, Walid and van Geffen, Frank and Goel, Sukriti and Guenther, Christian and Guzzo, Antonella and Harmon, Paul and ter Hofstede, Arthur and Hoogland, John and Ingvaldsen, Jon Espen and Kato, Koki and Kuhn, Rudolf and Kumar, Akhil and La Rosa, Marcello and Maggi, Fabrizio and Malerba, Donato and Mans, Ronny S. and Manuel, Alberto and McCreesh, Martin and Mello, Paola and Mendling, Jan and Montali, Marco and Motahari-Nezhad, Hamid R. and zur Muehlen, Michael and Munoz-Gama, Jorge and Pontieri, Luigi and Ribeiro, Joel and Rozinat, Anne and Seguel Perez, Hugo and Seguel Perez, Ricardo and Sepulveda, Marcos and Sinur, Jim and Soffer, Pnina and Song, Minseok and Sperduti, Alessandro and Stilo, Giovanni and Stoel, Casper and Swenson, Keith and Talamo, Maurizio and Tan, Wei and Turner, Chris and Vanthienen, Jan and Varvaressos, George and Verbeek, Eric and Verdonk, Marc and Vigo, Roberto and Wang, Jianmin and Weber, Barbara and Weidlich, Matthias and Weijters, Ton and Wen, Lijie and Westergaard, Michael and Wynn, Moe/titolo:Process Mining Manifesto/titolo_volume:BUSINESS PROCESS MANAGEMENT WORKSHOPS, PT I/curatori_volume:Florian Daniel, Kamel Barkaoui, Schahram Dustdar/editore:/anno:2011,BPM 2011 Workshops Proceedings,Business Process Management Workshops (BPM 2011 International Workshops, Clermont-Ferrand, France, August 29, 2011, Revised Selected Papers, Part I), 169 - 194,STARTPAGE=169;ENDPAGE=194;TITLE=Business Process Management Workshops (BPM 2011 International Workshops, Clermont-Ferrand, France, August 29, 2011, Revised Selected Papers, Part I),Business Process Management Workshops : BPM 2011 International Workshops, Clermont-Ferrand, France, August 29, 2011, Revised Selected Papers, 169 - 194,STARTPAGE=169;ENDPAGE=194;TITLE=Business Process Management Workshops : BPM 2011 International Workshops, Clermont-Ferrand, France, August 29, 2011, Revised Selected Papers,BPM 2011 International Workshops,194,169,Lecture Notes in Business Information Processing,ISSN: 1865-1348,ISBN: 9783642281075	2012-01-01
50|doi_dedup___::30ed789fa3339ae742f12a0691bc4868	10.1260/2047-4970.1.0.89	Issues to be Addressed for Transforming a Digital Library Application for Experts into One for Final Users,Issues to Be Addressed for Transforming a Digital Library Application for Experts into One for Final Users	Lucio Benfante,Chiara Ponchia,Maristella Agosti,Nicola Orio,Marta Manfioletti	International Journal of Heritage in the Digital Era	Crossref,Università degli Studi di Padova - IRIS	2012-01-01
50|doi_________::0912216547f5d1d45a08a62e0bf9165e	10.1207/s15516709cog0304_3	User modeling via stereotypes,User Modeling via Stereotypes*	Elaine Rich	Cognitive Science	Crossref	1979-10-01
50|doi_________::442aaca3699c89368c862476a3d2ef08	10.1145/1647314.1647376	Adaptation from partially supervised handwritten text transcriptions,Adaptation from partially supervised handwritten text transcriptions	Alfons Juan,Nicolás Serrano,Daniel Pérez,Albert Sanchis	Proceedings of the 2009 international conference on Multimodal interfaces	Crossref,ICMI	2009-11-02
50|doi_________::9404c6f6c5574bf46dc13ea8acdf4b4f	10.2200/s00334ed1v01y201102wbe001	Linked Data: Evolving the Web into a Global Data Space	Tom Heath,Christian Bizer	Synthesis Lectures on the Semantic Web: Theory and Technology	Crossref	2011-02-09
50|doi_dedup___::6e502351abba44de7d2850e37fa67e79	10.1145/1065385.1065412	an effective tool for research and education,Annotating illuminated manuscripts: an effective tool for research and education,Annotating illuminated manuscripts	Maristella Agosti,Nicola Ferro,Nicola Orio	Proceedings of the 5th ACM/IEEE-CS joint conference on Digital libraries	Crossref,JCDL,Scopus - Elsevier	2005-06-07
50|doi_________::2104cb46aa76078dde243f49a4bfc3d9	10.1109/wise.2003.1254485	Using a layered approach for interoperability on the semantic Web,Using a layered approach for interoperability on the semantic Web	Isabel F. Cruz,Huiyong Xiao	Proceedings of the 7th International Conference on Properties and Applications of Dielectric Materials (Cat. No.03CH37417)	Crossref,WISE	2004-05-25
50|doi_________::3d0f13886bbccdee2ff2c3cd261ff898	10.1108/prog-10-2015-0067	Added value in the context of research information systems,Added value in the context of research information systems	Majid Nabavi,Hamid R. Jamali,Keith G. Jeffery	Program	Crossref	2016-07-04
50|doi_________::8ce1ce74e5582920a302e68d8d329b04	10.4108/icst.infoscale2008.3486	Approximate similarity search in metric spaces using inverted files,Approximate similarity search in metric spaces using inverted files	Giuseppe Amato,Pasquale Savino	Proceedings of the Third International ICST Conference on Scalable Information Systems	Crossref,Infoscale	2008-01-01
50|doi_dedup___::ea78b070438f097bb7233a4304c2e710	10.1109/cvpr.2019.00950,10.48550/arxiv.1903.02678,1903.02678	Discovering Visual Patterns in Art Collections With Spatially-Consistent Feature Learning,Discovering Visual Patterns in Art Collections With Spatially-Consistent Feature Learning	Mathieu Aubry,Xi Shen,Alexei A. Efros	2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)	Crossref,CVPR,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://hal-enpc.archives-ouvertes.fr/hal-02104041,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), Jun 2019, Long Beach, CA, United States. pp.9270-9279, &#x27E8;10.1109/CVPR.2019.00950&#x27E9;	2019-06-01
50|doi_________::8b5e2b614434981bf460aeca98b173c0	10.1109/icdar.2009.250	PixLabeler: User Interface for Pixel-Level Labeling of Elements in Document Images,PixLabeler: User Interface for Pixel-Level Labeling of Elements in Document Images	Jing Lin,Eric Saund,Prateek Sarkar	2009 10th International Conference on Document Analysis and Recognition	Crossref,ICDAR	2009-01-01
50|doi_________::733c12f5bbd9c5ffbb2f3ea3a80e0fbc	10.1109/icdar.1995.599038	Knowledge-based derivation of document logical structure,Knowledge-based derivation of document logical structure	Debashish Niyogi,Sargur N. Srihari	Proceedings of 3rd International Conference on Document Analysis and Recognition	Crossref,ICDAR	2002-11-19
50|doi_dedup___::da86cb4d5730ab1c45b2720618998164	10.1007/s00799-016-0172-8	Semantic representation and enrichment of information retrieval experimental data,Semantic representation and enrichment of information retrieval experimental data	Gianmaria Silvello,Nicola Ferro,Toine Bogers,Georgeta Bordea,Paul Buitelaar	International Journal on Digital Libraries	Crossref,Silvello , G , Bordea , G , Ferro , N , Buitelaar , P & Bogers , T 2017 , ' Semantic representation and enrichment of information retrieval experimental data ' , International Journal on Digital Libraries , vol. 18 , no. 2 , pp. 145-172 . https://doi.org/10.1007/s00799-016-0172-8	2016-05-28
50|doi_________::151528b9464e47567218378a18f2c1b7	10.1145/1631272.1631384	Sensation-based photo cropping,Sensation-based photo cropping	Takahiro Okabe,Masashi Nishiyama,Imari Sato,Yoichi Sato	Proceedings of the 17th ACM international conference on Multimedia	Crossref,ACM Multimedia	2009-10-19
50|doi_________::ee91198d5e36621acb7526e7a177039b	10.2139/ssrn.1033226	Breaking Down Digital Barriers: How and When ICT Interoperability Drives Innovation,Breaking Down Digital Barriers: When and How ICT Interoperability Drives Innovation	John Palfrey,Urs Gasser	SSRN Electronic Journal	Crossref	2008-01-01
50|doi_dedup___::4c07eae245ce0f9e596be80433daf592	10.1142/6604,10.1142/9097	Theory and Applications,Data Mining with Decision Trees	Lior Rokach,Oded Maimon	\N	Crossref,Series in Machine Perception and Artificial Intelligence ISBN: 9789812771711,Series in Machine Perception and Artificial Intelligence ISBN: 9789814590075	2007-12-01
50|doi_dedup___::e2c7144aea1054bd57c5fc7d6c060c80	10.1007/s00799-015-0157-z	Knowledge infrastructures in science: data, diversity, and digital libraries,Knowledge infrastructures in science: data, diversity, and digital libraries	Sharon Traweek,Jillian C. Wallis,Irene V. Pasquetto,Milena S. Golshan,Ashley E. Sands,Peter T. Darch,Christine L. Borgman	International Journal on Digital Libraries	Crossref,Borgman, Christine L.; Darch, Peter T.; Sands, Ashely E.; Pasquetto, Irene V.; Golshan, Milena S.; Wallis, Jillian C.;  et al.(2015). Knowledge Infrastructures in Science: Data, Diversity, and Digital Libraries. International Journal on Digital Libraries, 16(3-4), 207 - 227. doi: 10.1007/s00799-015-0157-z. UCLA: Center for Knowledge Infrastructures. Retrieved from: http://www.escholarship.org/uc/item/3mp3356m,International Journal on Digital Libraries, vol 16, iss 3-4,Borgman, CL; Darch, PT; Sands, AE; Pasquetto, IV; Golshan, MS; Wallis, JC;  et al.(2015). Knowledge infrastructures in science: data, diversity, and digital libraries. International Journal on Digital Libraries, 16(3-4), 207 - 227. doi: 10.1007/s00799-015-0157-z. UCLA: Retrieved from: http://www.escholarship.org/uc/item/32q2z1c9	2015-07-25
50|doi_________::580234df276c909e56a18e16e5de0075	10.1016/0920-5489(96)00033-5	From data representation to data model: meta-semantic issues in the evolution of SGML,From data representation to data model: Meta-semantic issues in the evolution of SGML	Darrell R. Raymond,Derick Wood,Frank Wm. Tompa	Computer Standards &amp; Interfaces	Crossref	1996-01-01
50|doi_dedup___::575126f4b97c8d3603ad3705a68d39bd	10.2139/ssrn.3199003,10.1016/j.websem.2003.07.001,1871.1/fce48238-7922-4107-8b29-a4c4e4ba5aa7	From SHIQ and RDF to OWL: The Making of a Web Ontology Language,From SHIQ and RDF to OWL: The Making of a Web Ontology Language	Frank van Harmelen,Ian Horrocks,Peter F. Patel-Schneider	SSRN Electronic Journal	Crossref,Journal of Web Semantics, 1(1), 7 - 26. Elsevier,urn:issn:1570-8268,VOLUME=1;ISSUE=1;STARTPAGE=7;ENDPAGE=26;ISSN=1570-8268;TITLE=Journal of Web Semantics,Horrocks , I , Patel-Schneider , P & van Harmelen , F 2003 , ' From SHIQ and RDF to OWL:The Making of a Web Ontology Language ' , Journal of Web Semantics , vol. 1 , no. 1 , pp. 7-26 . https://doi.org/10.1016/j.websem.2003.07.001	2003-01-01
50|doi_________::3264cb72efb668e8621e40e04517da3c	10.1007/978-3-642-27302-5_1	Probabilistic Inference over Image Networks,Probabilistic Inference over Image Networks	Nicola Di Mauro,Floriana Esposito,Claudio Taranto	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642273018,IRCDL	2011-01-01
50|doi_________::c01557dd650325d9a4ac4d547a323142	10.4018/978-1-60566-384-5.ch018	Accessing, Analyzing, and Extracting Information from User Generated Contents,Accessing, Analyzing, and Extracting Information from User Generated Contents	Antonina Dattolo,Paolo Omero,Paolo Casoto,Carlo Tasso,Nirmala Pudota	\N	Crossref,Handbook of Research on Web 2.0, 3.0, and X.0 ISBN: 9781605663845	2010-01-01
50|doi_dedup___::eab3fece95709aa22a94f2b3766a8687	10.1145/564691.564693,10.1145/974750.974752,20.500.11820/86697423-bed9-4364-8161-c320a07bad74,20.500.11820/a2db6f32-4981-42e7-bc38-c4766b17ae0c	Archiving scientific data,Archiving scientific data	Wang-Chiew Tan,Sanjeev Khanna,Keishi Tajima,Peter Buneman	Proceedings of the 2002 ACM SIGMOD international conference on Management of data	Crossref,SIGMOD Conference,Buneman , P , Khanna , S , Tajima , K & Tan , W C 2002 , Archiving scientific data . in SIGMOD Conference 2002 . pp. 1-12 .,Buneman , P , Khanna , S , Tajima , K & Tan , W-C 2004 , ' Archiving Scientific Data ' , ACM Transactions on Database Systems , vol. 29 , no. 1 , pp. 2-42 . https://doi.org/10.1145/974750.974752	2002-06-03
50|doi_________::b56cd1d7807f334563d71b9b1cc1556c	10.1145/1178745.1178751	representations and challenges,Human-centered multimedia: representations and challenges,Human-centered multimedia	Ahmed Elgammal	Proceedings of the 1st ACM international workshop on Human-centered multimedia	Crossref	2006-10-27
50|doi_________::d94353f615d7d742efe77f1fb00f44f1	10.1007/pl00010904	Automatic document classification and indexing in high-volume applications,Automatic document classification and indexing in high-volume applications	Giovanni Soda,Enrico Appiani,Simone Marinai,Francesca Cesarini,Marco Gori,Michelangelo Diligenti,Anna Maria Colla	International Journal on Document Analysis and Recognition	Crossref	2001-12-01
